Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,cid
Mercedes-Benz,15000.0,crossover,185,3.7,Gas,yes,2005,ML 350,366
BMW,8100.0,sedan,246,3.0,Diesel,yes,2000,530,367
Volkswagen,11200.0,van,178,,Diesel,yes,2008,T5 (Transporter),368
Renault,8000.0,sedan,175,2.0,Gas,yes,2005,Megane,369
Mercedes-Benz,5500.0,van,285,2.3,Diesel,yes,1999,Vito,370
Mercedes-Benz,,van,0,2.2,Diesel,yes,2016,V 250,371
Renault,9600.0,vagon,184,1.5,Diesel,yes,2011,Megane,372
Volkswagen,12500.0,vagon,96,,Petrol,yes,2010,Golf VI,373
BMW,10800.0,sedan,180,2.0,Petrol,yes,2002,318,374
Mercedes-Benz,10999.0,van,263,2.2,Diesel,yes,2005,Vito,375
BMW,44000.0,crossover,80,3.0,Diesel,yes,2012,X5,376
Toyota,15700.0,sedan,108,,Petrol,yes,2008,Camry,377
Toyota,19200.0,hatch,54,1.4,Other,yes,2012,Prius,378
Mercedes-Benz,19600.0,van,127,1.8,Diesel,yes,2013,B 180,379
Volkswagen,9000.0,sedan,135,1.6,Gas,yes,2011,Polo,380
BMW,10900.0,sedan,245,3.0,Diesel,yes,2003,530,381
Volkswagen,12900.0,van,180,2.0,Diesel,yes,2012,T5 (Transporter) ,382
BMW,6600.0,sedan,285,2.5,Petrol,yes,1999,525,383
Renault,15820.35,sedan,0,1.5,Diesel,yes,2016,Fluence,384
Toyota,10200.0,sedan,180,2.4,Petrol,yes,2003,Camry,385
Mercedes-Benz,6000.0,sedan,366,3.2,Gas,yes,1994,E-Class,386
Audi,3500.0,sedan,1,2.0,Other,yes,1988,90,387
Volkswagen,7800.0,van,380,2.5,Diesel,yes,1999,T4 (Transporter),388
Toyota,35900.0,crossover,84,3.0,Diesel,yes,2013,Land Cruiser Prado,389
Mercedes-Benz,,crossover,0,4.6,Petrol,yes,2016,GLS 500,390
Renault,11700.0,crossover,90,1.5,Diesel,yes,2011,Duster,391
Volkswagen,15200.0,crossover,58,2.0,Petrol,yes,2008,Tiguan,392
Mercedes-Benz,2500.0,sedan,111,2.3,Gas,yes,1992,E-Class,393
Volkswagen,16800.0,other,164,2.0,Diesel,yes,2010,T5 (Transporter),394
BMW,50499.0,sedan,128,3.0,Diesel,yes,2013,730,395
Mercedes-Benz,2650.0,sedan,470,2.0,Gas,yes,1985,190,396
BMW,2250.0,sedan,300,2.5,Petrol,no,1997,523,397
Mercedes-Benz,9300.0,sedan,270,2.7,Diesel,yes,2001,E-Class,398
Toyota,11500.0,van,161,2.5,Diesel,yes,2002,Hiace,399
BMW,13000.0,sedan,304,4.4,Other,yes,2002,745,400
Mercedes-Benz,7500.0,sedan,319,3.2,Gas,yes,1997,S 320,401
Mercedes-Benz,17999.0,other,38,2.0,Petrol,yes,2009,CLC 200,402
Renault,7300.0,vagon,162,1.5,Diesel,yes,2006,Megane,403
Toyota,29900.0,crossover,117,3.0,Diesel,yes,2008,Land Cruiser Prado,404
Renault,4950.0,vagon,170,1.5,Diesel,yes,2004,Kangoo,405
Audi,36000.0,vagon,40,3.0,Diesel,yes,2010,Q7,406
Audi,1700.0,sedan,177,1.6,Petrol,no,1996,A4,407
Audi,12450.0,vagon,1,2.0,Diesel,yes,2008,A4,408
Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,Polo,409
Volkswagen,44600.0,crossover,60,3.0,Diesel,yes,2013,Touareg,410
Toyota,35138.29,crossover,0,2.0,Petrol,yes,2016,Rav 4,411
BMW,3500.0,sedan,313,2.5,Diesel,yes,1994,325,412
Mercedes-Benz,12800.0,other,260,2.7,Diesel,yes,2005,Sprinter 316,413
Volkswagen,27000.0,sedan,85,2.0,Diesel,yes,2013,Passat CC,414
Volkswagen,14800.0,sedan,143,2.0,Diesel,yes,2010,Passat B6,415
Renault,2200.0,other,155,1.6,Petrol,no,2004,Scenic,416
Volkswagen,2900.0,van,433,2.4,Diesel,no,1995,T4 (Transporter),417
Audi,12000.0,sedan,200,6.0,Petrol,yes,2004,A8,418
Volkswagen,41000.0,crossover,180,3.0,Diesel,yes,2013,Touareg,419
Audi,16300.0,vagon,180,3.2,Petrol,yes,2006,A6 Allroad,420
Renault,5300.0,van,145,1.5,Other,yes,2010,Kangoo,421
Mercedes-Benz,40500.0,sedan,39,2.2,Diesel,yes,2015,E-Class,422
Mercedes-Benz,4300.0,van,300,2.2,Diesel,no,2005,Vito,423
Volkswagen,4000.0,crossover,137,2.5,Diesel,no,2004,Touareg,424
Volkswagen,9600.0,hatch,132,1.6,Petrol,yes,2007,Golf V,425
Mitsubishi,18000.0,crossover,112,3.0,Gas,yes,2008,Pajero Wagon,426
Renault,11300.0,vagon,184,1.5,Diesel,yes,2011,Megane,427
Volkswagen,4999.0,hatch,131,1.4,Petrol,yes,2002,Polo,428
Mercedes-Benz,24999.0,sedan,112,2.2,Diesel,yes,2012,C-Class,429
Toyota,23300.0,crossover,93,2.7,Other,yes,2011,Venza,430
Toyota,14900.0,crossover,124,4.0,Petrol,yes,2006,Fortuner,431
Audi,22800.0,sedan,184,2.7,Diesel,yes,2010,A6,432
Mercedes-Benz,35500.0,sedan,137,3.0,Diesel,yes,2011,E-Class,433
Volkswagen,15000.0,other,280,2.8,Diesel,yes,2006,LT,434
Toyota,8650.0,sedan,132,1.6,Petrol,yes,2008,Corolla,435
Mitsubishi,22400.0,crossover,96,2.5,Diesel,yes,2011,Pajero Sport,436
Mitsubishi,10400.0,sedan,123,2.0,Petrol,yes,2009,Lancer X,437
Mercedes-Benz,195000.0,crossover,2,5.5,Petrol,yes,2016,GLS 63,438
Audi,10500.0,vagon,198,4.2,Gas,yes,2005,A6 Allroad,439
Renault,11900.0,crossover,68,1.5,Diesel,yes,2011,Duster,440
BMW,36900.0,sedan,17,2.0,Petrol,yes,2013,520,441
BMW,24500.0,crossover,170,3.0,Diesel,yes,2006,X5,442
Volkswagen,4700.0,van,400,2.4,Diesel,yes,1999,T4 (Transporter),443
Toyota,18100.0,hatch,30,1.6,Petrol,yes,2013,Auris,444
Mercedes-Benz,115000.0,sedan,47,4.6,Petrol,yes,2013,S 500,445
Mercedes-Benz,10900.0,sedan,217,3.2,Diesel,yes,2002,E-Class,446
BMW,7000.0,sedan,280,3.0,Petrol,yes,2001,530,447
Mercedes-Benz,,sedan,20,3.0,Diesel,yes,2015,S 350,448
Volkswagen,9999.0,vagon,161,2.0,Diesel,yes,2008,Passat B6,449
Mitsubishi,12300.0,other,160,2.5,Diesel,yes,2008,L 200,450
Volkswagen,67622.55,crossover,0,3.0,Diesel,yes,2016,Touareg,451
Volkswagen,18900.0,other,45,2.0,Diesel,yes,2013,Passat B7,452
Volkswagen,6999.0,sedan,248,1.8,Petrol,yes,2002,Passat B5,453
Mercedes-Benz,10250.0,sedan,261,1.8,Petrol,yes,2003,E-Class,454
Toyota,3500.0,sedan,286,1.6,Petrol,yes,2000,Corolla,455
BMW,13500.0,crossover,250,3.0,Diesel,no,2006,X5,456
BMW,2450.0,sedan,328,2.5,Diesel,no,1996,525,457
Volkswagen,7500.0,van,180,2.5,Diesel,yes,2004,T5 (Transporter) ,458
Volkswagen,4900.0,vagon,263,2.0,Diesel,no,2007,Passat B6,459
Audi,4600.0,vagon,242,,Diesel,no,2004,A6,460
Mercedes-Benz,5000.0,vagon,248,2.0,Gas,yes,1996,E-Class,461
BMW,29900.0,crossover,235,3.0,Diesel,yes,2009,X5,462
Renault,7000.0,sedan,110,1.4,Petrol,yes,2012,Symbol,463
Mitsubishi,11800.0,sedan,1,1.5,Gas,yes,2010,Lancer X,464
Mercedes-Benz,16500.0,van,223,2.2,Diesel,yes,2009,Vito,465
BMW,5300.0,sedan,147,2.2,Gas,no,2001,320,466
Mercedes-Benz,7200.0,van,200,2.2,Diesel,yes,2004,Vito,467
Volkswagen,8500.0,van,230,1.9,Diesel,yes,2008,Caddy,468
BMW,39000.0,crossover,180,3.0,Diesel,yes,2011,X5,469
Volkswagen,1850.0,vagon,270,1.9,Diesel,yes,2000,Passat B5,470
Audi,36100.0,sedan,75,3.0,Diesel,yes,2011,A7,471
Mitsubishi,3149.25,hatch,330,2.0,Gas,yes,1993,Galant,472
Renault,5800.0,van,159,1.5,Diesel,yes,2007,Kangoo,473
BMW,6700.0,sedan,370,2.0,Petrol,yes,1997,320,474
Renault,18988.13,crossover,0,1.5,Diesel,yes,2016,Duster,475
Mitsubishi,6300.0,sedan,128,,Petrol,yes,2007,Colt,476
BMW,7500.0,sedan,425,,Gas,yes,1996,535,477
Volkswagen,28660.0,van,0,1.6,Diesel,yes,2016,Caddy,478
BMW,2999.0,sedan,210,2.0,Other,no,1999,320,479
BMW,64500.0,crossover,1,2.0,Diesel,yes,2016,X5,480
Toyota,21500.0,crossover,135,2.0,Gas,yes,2007,Land Cruiser Prado,481
BMW,85555.0,sedan,10,3.0,Diesel,yes,2015,640,482
Volkswagen,8650.0,van,108,1.6,Diesel,yes,2013,Caddy,483
BMW,10600.0,sedan,1,3.0,Diesel,yes,2000,530,484
Toyota,6900.0,hatch,109,1.3,Gas,yes,2007,Yaris,485
Mercedes-Benz,2900.0,other,248,2.0,Petrol,no,1999,CLK 200,486
Mercedes-Benz,12250.0,other,185,2.2,Diesel,yes,2012,Vito,487
BMW,21700.0,crossover,101,2.5,Gas,yes,2007,X3,488
Mercedes-Benz,2000.0,sedan,320,2.2,Diesel,no,1998,E-Class,489
Audi,9900.0,vagon,284,2.5,Diesel,yes,2004,A6,490
Mercedes-Benz,5850.0,van,240,2.2,Diesel,yes,2001,Vito,491
Toyota,8200.0,vagon,204,1.4,Diesel,yes,2005,Corolla,492
Volkswagen,,sedan,381,2.5,Diesel,yes,2000,T4 (Transporter) ,493
Renault,7300.0,vagon,200,1.5,Diesel,yes,2008,Megane,494
Mitsubishi,8000.0,sedan,145,2.0,Gas,yes,2007,Lancer,495
Renault,6600.0,van,184,1.5,Diesel,yes,2012,Kangoo,496
Mercedes-Benz,22500.0,sedan,164,1.8,Gas,yes,2012,E-Class,497
Mercedes-Benz,13200.0,other,196,2.2,Other,yes,2012,Sprinter 313,498
Volkswagen,1200.0,other,300,1.4,Gas,yes,2000,Caddy,499
Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003,T4 (Transporter),500
Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,Lancer X,501
Mercedes-Benz,10200.0,sedan,154,2.5,Petrol,yes,2006,C-Class,502
Mercedes-Benz,2700.0,sedan,121,2.5,Diesel,yes,1986,E-Class,503
Mercedes-Benz,9500.0,sedan,246,6.0,Petrol,yes,1997,S 600,504
Mitsubishi,26850.0,crossover,84,3.2,Diesel,yes,2012,Pajero Wagon,505
Audi,21900.0,crossover,183,4.2,Petrol,yes,2007,Q7,506
Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998,Polo,507
Mercedes-Benz,,crossover,0,2.2,Diesel,yes,2016,GLC-Class,508
Toyota,,crossover,49,4.5,Diesel,yes,2014,Land Cruiser 200,509
Volkswagen,6500.0,hatch,225,1.4,Petrol,yes,2000,Golf IV,510
Mitsubishi,10600.0,crossover,85,,Gas,yes,2006,Outlander,511
Renault,5000.0,vagon,34,1.5,Diesel,yes,2013,Logan,512
BMW,38000.0,sedan,74,2.0,Diesel,yes,2014,520,513
Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008,Passat B6,514
Mercedes-Benz,10800.0,other,230,1.8,Petrol,yes,2006,C-Class,515
Toyota,18800.0,crossover,105,2.0,Gas,yes,2011,Rav 4,516
Mitsubishi,7650.0,sedan,133,1.5,Gas,yes,2008,Lancer,517
Renault,6300.0,vagon,125,2.0,Petrol,yes,2003,Laguna,518
BMW,5000.0,other,75,1.9,Petrol,no,1998,Z3,519
Toyota,28500.0,crossover,107,3.5,Gas,yes,2011,Highlander,520
BMW,13000.0,sedan,193,3.6,Petrol,yes,2003,735,521
Toyota,16999.0,crossover,157,2.7,Gas,yes,2007,Land Cruiser Prado,522
BMW,34500.0,other,160,3.0,Diesel,yes,2011,X5,523
Volkswagen,10900.0,vagon,204,2.0,Diesel,yes,2007,Passat B6,524
Mitsubishi,18999.0,crossover,121,3.8,Gas,yes,2008,Pajero Wagon,525
BMW,9800.0,sedan,350,3.0,Diesel,yes,2001,530,526
Volkswagen,4300.0,vagon,298,1.8,Petrol,yes,1998,Golf III,527
Audi,3900.0,vagon,260,2.5,Diesel,no,2003,A6,528
Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013,T5 (Transporter) ,529
Audi,19990.0,sedan,127,2.8,Petrol,yes,2010,A6,530
Renault,3400.0,van,260,2.2,Diesel,no,2005,Espace,531
Toyota,27800.0,sedan,157,3.5,Petrol,yes,2011,Camry,532
Volkswagen,2300.0,hatch,320,1.6,Gas,yes,1989,Golf II,533
BMW,30500.0,sedan,630,,Petrol,yes,2010,523,534
Renault,7650.0,van,151,1.5,Diesel,yes,2012,Kangoo,535
Volkswagen,10000.0,van,220,1.9,Diesel,yes,2008,Caddy,536
Volkswagen,9700.0,vagon,130,1.6,Gas,yes,2008,Golf Variant,537
Audi,1950.0,sedan,320,19.0,Other,no,1996,A4,538
Audi,3800.0,sedan,270,2.5,Diesel,no,2000,A6,539
Toyota,26900.0,crossover,115,4.0,Gas,yes,2008,Land Cruiser Prado,540
BMW,,other,35,3.0,Petrol,yes,2008,630,541
Toyota,12600.0,sedan,205,2.4,Gas,yes,2006,Camry,542
Volkswagen,14899.0,van,158,2.0,Diesel,yes,2012,T5 (Transporter) ,543
Renault,4999.0,vagon,252,1.5,Diesel,yes,2007,Kangoo,544
BMW,57777.0,other,40,4.0,Diesel,yes,2012,X6,545
Volkswagen,12350.0,van,167,1.4,Petrol,yes,2011,Touran,546
Audi,7999.0,sedan,177,2.7,Gas,yes,2003,A6,547
BMW,21600.0,crossover,200,4.8,Other,yes,2007,X5,548
Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009,Lancer X,549
Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998,Golf IV,550
Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,Camry,551
Volkswagen,8899.0,vagon,198,1.9,Other,yes,2004,Passat B5,552
Mercedes-Benz,26800.0,sedan,162,5.5,Petrol,yes,2007,S 500,553
Toyota,25555.0,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100,554
Audi,25000.0,crossover,112,3.2,Petrol,yes,2010,Q5,555
Volkswagen,15800.0,van,194,2.0,Diesel,yes,2012,T5 (Transporter) ,556
BMW,3150.0,sedan,200,2.0,Diesel,no,1999,320,557
Toyota,12300.0,sedan,157,2.4,Gas,yes,2007,Camry,558
Toyota,45500.0,crossover,45,3.5,Petrol,yes,2015,Highlander,559
Renault,6500.0,other,406,2.5,Diesel,yes,2004,Master,560
Toyota,18999.0,crossover,95,2.0,Petrol,yes,2011,Rav 4,561
BMW,8500.0,sedan,260,2.2,Gas,yes,2001,520,562
Mercedes-Benz,8500.0,van,350,2.2,Diesel,yes,2004,Sprinter 211,563
Toyota,13500.0,crossover,126,4.0,Petrol,no,2011,Land Cruiser Prado,564
Volkswagen,2200.0,sedan,180,1.9,Diesel,no,2003,Passat B5,565
Volkswagen,18500.0,vagon,125,2.0,Diesel,yes,2011,Passat B7,566
Toyota,8420.0,other,150,2.7,Gas,yes,2005,Tacoma,567
Audi,17500.0,vagon,144,2.0,Diesel,yes,2010,A4,568
Audi,9000.0,sedan,158,2.0,Gas,yes,2003,A4,569
Volkswagen,4400.0,hatch,238,1.6,Petrol,yes,1994,Golf III,570
BMW,,crossover,0,3.0,Diesel,yes,2016,X5,571
Renault,7500.0,van,200,2.2,Diesel,yes,2002,Espace,572
Toyota,17950.0,sedan,87,2.4,Petrol,yes,2010,Camry,573
BMW,51500.0,crossover,23,3.0,Petrol,yes,2013,X6,574
Mitsubishi,10800.0,crossover,165,3.0,Gas,yes,2007,Pajero Sport,575
Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016,Touran,576
Volkswagen,17000.0,crossover,158,2.5,Diesel,yes,2007,Touareg,577
Volkswagen,11200.0,crossover,1,4.2,Petrol,yes,2004,Touareg,578
BMW,4500.0,sedan,140,3.0,Diesel,no,2000,530,579
Toyota,43999.0,other,0,2.8,Diesel,yes,2016,Hilux,580
Audi,39800.0,sedan,180,4.2,Other,yes,2012,A8,581
BMW,6500.0,sedan,272,2.8,Petrol,yes,1996,328,582
Volkswagen,18700.0,vagon,196,2.0,Diesel,yes,2011,Passat B7,583
Audi,38500.0,vagon,75,2.0,Diesel,yes,2013,Q3,584
BMW,8200.0,sedan,241,2.0,Petrol,yes,1998,320,585
Audi,7500.0,vagon,240,2.0,Petrol,yes,2002,A4,586
Toyota,11550.0,sedan,95,2.4,Petrol,yes,2007,Camry,587
Mercedes-Benz,39500.0,sedan,30,1.6,Petrol,yes,2014,C-Class,588
Volkswagen,6200.0,sedan,161,4.2,Gas,no,2004,Phaeton,589
BMW,17200.0,crossover,308,4.6,Gas,yes,2003,X5,590
BMW,2900.0,sedan,280,2.5,Diesel,no,1997,525,591
Renault,14600.0,other,169,2.3,Diesel,yes,2013,Master,592
BMW,34900.0,crossover,110,4.4,Petrol,yes,2010,X6,593
Toyota,164500.0,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200,594
Audi,,crossover,1,3.0,Diesel,yes,2016,A6 Allroad,595
BMW,15299.0,other,136,,Petrol,yes,2008,523,596
Mercedes-Benz,7000.0,other,170,2.2,Petrol,no,2001,CLK 220,597
Mercedes-Benz,32000.0,van,255,3.0,Diesel,yes,2008,Sprinter 318,598
Renault,7500.0,vagon,168,1.5,Diesel,yes,2005,Grand Scenic,599
Volkswagen,9000.0,other,217,2.5,Diesel,yes,2005,T5 (Transporter),600
Mitsubishi,7000.0,sedan,180,1.6,Gas,yes,2004,Lancer,601
Mercedes-Benz,199999.0,crossover,0,5.5,Petrol,yes,2016,GLS 63,602
Audi,2700.0,sedan,234,2.5,Other,no,2000,A6,603
Volkswagen,10950.0,van,165,2.0,Diesel,yes,2012,Caddy,604
Toyota,15500.0,sedan,120,3.5,Petrol,yes,2008,Camry,605
Mercedes-Benz,8700.0,sedan,210,5.0,Petrol,yes,1997,S 500,606
Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000,Vito,607
Mitsubishi,16950.0,crossover,135,3.0,Gas,yes,2008,Pajero Wagon,608
Mercedes-Benz,15000.0,crossover,400,3.0,Diesel,yes,1997,Sprinter 212,609
Toyota,26500.0,crossover,102,2.5,Diesel,yes,2013,Hilux,610
Mercedes-Benz,3100.0,vagon,400,2.2,Diesel,no,2002,C-Class,611
Toyota,59900.0,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200,612
Toyota,63000.0,crossover,3,4.2,Diesel,yes,2013,Land Cruiser 76,613
Mercedes-Benz,19800.0,crossover,218,3.0,Diesel,yes,2006,ML 280,614
Volkswagen,13000.0,van,110,1.9,Diesel,yes,2009,T5 (Transporter),615
Audi,12200.0,sedan,130,2.4,Petrol,yes,2006,A6,616
Mitsubishi,5700.0,other,170,1.3,Petrol,yes,2006,Colt,617
Audi,2550.0,sedan,370,2.5,Diesel,no,1998,A6,618
Toyota,13500.0,sedan,144,3.5,Gas,yes,2007,Camry,619
Renault,10200.0,van,183,2.0,Diesel,yes,2012,Trafic,620
Audi,13000.0,other,161,1.8,Gas,yes,2001,TT,621
Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004,Phaeton,622
BMW,3100.0,sedan,315,2.5,Diesel,no,1998,525,623
BMW,9400.0,sedan,221,4.4,Gas,yes,2004,745,624
Audi,10000.0,sedan,206,2.5,Diesel,yes,2003,A6,625
Mitsubishi,4200.0,sedan,270,2.0,Gas,yes,1998,Galant,626
Renault,7500.0,sedan,131,1.6,Petrol,yes,2009,Megane,627
Mercedes-Benz,38600.0,other,12,1.8,Petrol,yes,2012,E-Class,628
Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008,Auris,629
Renault,4800.0,van,113,15.0,Diesel,yes,2006,Kangoo,630
Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80,631
Mercedes-Benz,51500.0,other,75,6.3,Petrol,yes,2009,CL 63 AMG,632
Mercedes-Benz,5100.0,sedan,270,3.2,Diesel,no,2001,S 320,633
Mitsubishi,4999.0,sedan,60,1.6,Petrol,yes,2007,Lancer,634
Mitsubishi,6666.0,sedan,162,,Petrol,yes,2007,Lancer,635
Mitsubishi,9450.0,sedan,125,2.0,Gas,yes,2008,Lancer X,636
Audi,3850.0,vagon,215,2.5,Diesel,no,2002,A6,637
Renault,7800.0,vagon,170,1.5,Diesel,no,2013,Megane,638
Audi,49700.0,crossover,80,3.0,Diesel,yes,2013,Q7,639
Mitsubishi,9000.0,sedan,78,2.4,Gas,yes,2006,Galant,640
Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011,Rav 4,641
Mitsubishi,7200.0,sedan,102,1.6,Petrol,yes,2007,Lancer,642
BMW,117000.0,crossover,1,,Other,yes,2016,X6 M,643
Volkswagen,11900.0,other,112,2.0,Diesel,yes,2011,T6 (Transporter) ,644
Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995,Corolla,645
Volkswagen,2200.0,sedan,272,1.9,Diesel,no,1998,Passat B5,646
Mitsubishi,17500.0,crossover,170,3.8,Gas,yes,2008,Pajero Wagon,647
Audi,49900.0,other,79,4.2,Petrol,yes,2007,R8,648
Volkswagen,8650.0,van,238,2.5,Diesel,yes,2002,T4 (Transporter),649
Audi,8800.0,sedan,205,1.8,Petrol,yes,2003,A4,650
Mercedes-Benz,69999.0,crossover,0,2.2,Diesel,yes,2016,GLE-Class,651
Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012,Polo,652
Toyota,15500.0,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,653
Audi,19500.0,crossover,175,3.6,Petrol,yes,2007,Q7,654
Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015,Camry,655
Volkswagen,9600.0,van,255,1.9,Diesel,yes,2004,T5 (Transporter),656
BMW,12500.0,crossover,176,3.0,Gas,yes,2002,X5,657
Audi,4799.0,vagon,260,2.5,Diesel,no,2002,A6 Allroad,658
Toyota,20900.0,sedan,70,2.5,Petrol,yes,2012,Camry,659
Audi,14900.0,sedan,203,2.8,Petrol,yes,2008,A6,660
Toyota,12750.0,hatch,164,1.4,Diesel,yes,2012,Auris,661
BMW,5900.0,hatch,243,2.0,Petrol,no,2006,116,662
Mercedes-Benz,2700.0,sedan,400,2.9,Diesel,yes,1997,E-Class,663
Audi,4700.0,sedan,400,2.6,Petrol,yes,1996,A6,664
Audi,9500.0,other,0,,Other,yes,2003,A6,665
BMW,77000.0,other,64,4.4,Petrol,yes,2012,M6,666
Renault,5900.0,van,250,1.9,Diesel,yes,2005,Trafic,667
Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012,Passat CC,668
Audi,18400.0,vagon,151,2.0,Diesel,yes,2010,A4,669
Mercedes-Benz,56800.0,sedan,74,6.3,Petrol,yes,2010,S 63 AMG,670
Renault,8000.0,hatch,50,1.6,Petrol,yes,2012,Sandero,671
Mercedes-Benz,5000.0,sedan,382,2.0,Petrol,yes,1994,E-Class,672
Mitsubishi,9900.0,sedan,98,2.0,Petrol,yes,2009,Lancer X,673
Mercedes-Benz,18900.0,other,111,2.5,Petrol,yes,2009,C-Class,674
Toyota,20500.0,crossover,139,4.0,Gas,yes,2005,Land Cruiser Prado,675
Volkswagen,2500.0,vagon,232,1.6,Petrol,no,2001,Golf IV,676
Renault,9000.0,vagon,179,1.5,Diesel,yes,2010,Megane,677
Renault,7700.0,sedan,100,1.6,Gas,yes,2008,Megane,678
Audi,32300.0,hatch,54,2.8,Petrol,yes,2011,A6,679
Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014,V 250,680
Renault,6200.0,sedan,246,1.4,Petrol,yes,2005,Megane,681
Audi,4000.0,sedan,400,2.0,Petrol,yes,1992,100,682
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla,683
Mercedes-Benz,14900.0,other,195,3.2,Gas,yes,1999,CLK 320,684
Mercedes-Benz,,van,0,2.2,Diesel,yes,2016,V 250,685
Audi,2200.0,sedan,250,,Diesel,no,2001,A6,686
Volkswagen,,van,1,,Diesel,yes,2005,Caddy,687
BMW,65393.25,crossover,0,2.0,Diesel,yes,2016,X5,688
Renault,9000.0,van,158,2.0,Diesel,yes,2012,Trafic,689
Audi,,sedan,60,6.3,Petrol,yes,2013,A8,690
Audi,8500.0,sedan,253,2.5,Diesel,yes,2001,A6,691
Renault,5900.0,hatch,171,1.5,Other,yes,2005,Megane,692
Mitsubishi,5100.0,hatch,250,1.3,Gas,yes,2006,Colt,693
Mercedes-Benz,40500.0,sedan,108,5.5,Petrol,yes,2010,S 500,694
Audi,8600.0,sedan,154,1.8,Petrol,yes,2001,A6,695
Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005,Lancer,696
Volkswagen,17900.0,other,123,1.8,Petrol,yes,2010,Passat CC,697
BMW,34400.0,crossover,37,2.0,Diesel,yes,2013,X1,698
BMW,13500.0,sedan,138,2.5,Petrol,yes,2004,525,699
Renault,9600.0,van,175,2.0,Diesel,yes,2007,Trafic,700
Mercedes-Benz,15000.0,other,82,1.8,Petrol,yes,2004,SLK 200,701
Mercedes-Benz,22000.0,other,53,3.0,Petrol,yes,2007,CLK 280,702
Volkswagen,13700.0,other,200,2.5,Diesel,yes,2005,Touareg,703
BMW,38000.0,sedan,61,,Petrol,yes,2013,535,704
Toyota,18800.0,sedan,47,2.4,Petrol,yes,2009,Camry,705
Volkswagen,7600.0,hatch,127,1.4,Petrol,yes,2007,Polo,706
Toyota,11950.0,hatch,120,1.4,Petrol,yes,2013,Auris,707
Audi,11300.0,sedan,202,2.7,Diesel,no,2008,A6,708
Volkswagen,13500.0,van,43,2.0,Diesel,yes,2014,T5 (Transporter) ,709
Toyota,11990.0,sedan,129,2.4,Petrol,yes,2007,Camry,710
Toyota,16500.0,other,130,2.7,Gas,yes,2004,Land Cruiser Prado,711
BMW,19000.0,crossover,215,3.0,Diesel,yes,2006,X5,712
Renault,5500.0,van,160,1.5,Diesel,yes,2005,Kangoo,713
BMW,39999.0,sedan,45,3.0,Petrol,yes,2011,535,714
Toyota,15500.0,sedan,140,2.4,Gas,yes,2007,Camry,715
Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006,Pajero Sport,716
Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001,Passat B5,717
Renault,7150.0,vagon,1,1.5,Diesel,yes,2005,Megane,718
BMW,10500.0,hatch,220,2.0,Petrol,yes,2005,118,719
Mercedes-Benz,24900.0,sedan,97,1.8,Petrol,yes,2012,E-Class,720
Toyota,,sedan,24,2.5,Petrol,yes,2015,Camry,721
Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014,C-Class,722
Mercedes-Benz,21500.0,crossover,148,6.2,Petrol,yes,2008,ML 63 AMG,723
BMW,2222.0,sedan,268,1.8,Petrol,no,1996,318,724
BMW,2900.0,vagon,236,2.0,Diesel,no,2001,320,725
Volkswagen,4600.0,hatch,1,1.8,Gas,yes,1996,Golf III,726
Mercedes-Benz,3200.0,sedan,198,2.0,Gas,yes,1992,190,727
Mitsubishi,19400.0,crossover,78,2.4,Petrol,yes,2012,Outlander XL,728
Renault,4000.0,sedan,215,1.9,Diesel,no,2005,Laguna,729
BMW,65099.0,crossover,0,2.0,Diesel,yes,2016,X5,730
BMW,53999.0,sedan,80,2.99,Diesel,yes,2012,550,731
Renault,9200.0,vagon,155,1.5,Diesel,yes,2010,Clio,732
